year,month,ID,tariff,stimulus,trial,kwh,mo_str,kwh_ym
2009,8,1768,E,E,0,423.4754999999999,08,kwh_2009_08
2009,8,1777,C,4,0,375.15799999999973,08,kwh_2009_08
2009,8,1789,E,E,0,474.0385000000002,08,kwh_2009_08
2009,8,1797,E,E,0,137.54599999999985,08,kwh_2009_08
2009,8,1801,C,4,0,515.2324999999993,08,kwh_2009_08
2009,8,1804,E,E,0,448.4694999999999,08,kwh_2009_08
2009,8,1807,E,E,0,134.7784999999996,08,kwh_2009_08
2009,8,1808,E,E,0,114.19900000000007,08,kwh_2009_08
2009,8,1809,E,E,0,377.2744999999999,08,kwh_2009_08
2009,8,1817,C,4,0,440.98249999999996,08,kwh_2009_08
2009,8,1831,E,E,0,235.33650000000003,08,kwh_2009_08
2009,8,1840,E,E,0,514.7030000000001,08,kwh_2009_08
2009,8,1842,E,E,0,393.2324999999998,08,kwh_2009_08
2009,8,1843,E,E,0,404.8164999999991,08,kwh_2009_08
2009,8,1844,E,E,0,231.9879999999997,08,kwh_2009_08
2009,8,1846,C,4,0,499.5920000000003,08,kwh_2009_08
2009,8,1854,E,E,0,467.85650000000015,08,kwh_2009_08
2009,8,1859,E,E,0,37.888500000000214,08,kwh_2009_08
2009,8,1861,E,E,0,421.2830000000002,08,kwh_2009_08
2009,8,1865,C,4,0,418.02450000000033,08,kwh_2009_08
2009,8,1874,E,E,0,113.04700000000011,08,kwh_2009_08
2009,8,1877,E,E,0,285.63949999999954,08,kwh_2009_08
2009,8,1883,E,E,0,133.60699999999997,08,kwh_2009_08
2009,8,1884,E,E,0,306.66999999999837,08,kwh_2009_08
2009,8,1885,E,E,0,320.6790000000003,08,kwh_2009_08
2009,8,1887,E,E,0,481.8724999999998,08,kwh_2009_08
2009,8,1889,E,E,0,178.09399999999974,08,kwh_2009_08
2009,8,1890,E,E,0,479.4649999999997,08,kwh_2009_08
2009,8,1894,E,E,0,214.80899999999963,08,kwh_2009_08
2009,8,1895,C,4,0,632.5989999999998,08,kwh_2009_08
2009,8,1903,E,E,0,393.7255000000001,08,kwh_2009_08
2009,8,1905,E,E,0,186.73249999999985,08,kwh_2009_08
2009,8,1906,E,E,0,98.23800000000017,08,kwh_2009_08
2009,8,1917,E,E,0,415.0604999999996,08,kwh_2009_08
2009,8,1922,E,E,0,293.07649999999984,08,kwh_2009_08
2009,8,1942,E,E,0,298.23400000000055,08,kwh_2009_08
2009,8,1947,C,4,0,382.09450000000055,08,kwh_2009_08
2009,8,1948,E,E,0,146.16699999999994,08,kwh_2009_08
2009,8,1953,E,E,0,219.8270000000002,08,kwh_2009_08
2009,8,1954,E,E,0,394.46199999999857,08,kwh_2009_08
2009,8,1959,C,4,0,307.5789999999998,08,kwh_2009_08
2009,8,1964,E,E,0,140.36950000000058,08,kwh_2009_08
2009,8,1969,E,E,0,193.51849999999945,08,kwh_2009_08
2009,8,1975,E,E,0,427.39499999999975,08,kwh_2009_08
2009,8,1979,C,4,0,444.6420000000001,08,kwh_2009_08
2009,8,1981,C,4,0,1029.3864999999998,08,kwh_2009_08
2009,8,1984,E,E,0,287.0324999999997,08,kwh_2009_08
2009,8,1989,E,E,0,215.15899999999982,08,kwh_2009_08
2009,8,1996,C,4,0,418.0820000000001,08,kwh_2009_08
2009,8,1997,C,4,0,461.34749999999997,08,kwh_2009_08
2009,8,2003,E,E,0,296.38199999999966,08,kwh_2009_08
2009,8,2018,E,E,0,311.03649999999976,08,kwh_2009_08
2009,8,2023,E,E,0,267.3039999999996,08,kwh_2009_08
2009,8,2029,E,E,0,173.4924999999996,08,kwh_2009_08
2009,8,2033,E,E,0,150.3800000000002,08,kwh_2009_08
2009,8,2036,E,E,0,245.61799999999974,08,kwh_2009_08
2009,8,2041,E,E,0,353.1830000000002,08,kwh_2009_08
2009,8,2046,E,E,0,491.86050000000046,08,kwh_2009_08
2009,8,2049,E,E,0,295.0740000000001,08,kwh_2009_08
2009,8,2052,C,4,0,493.7700000000008,08,kwh_2009_08
2009,8,2053,C,4,0,379.3944999999994,08,kwh_2009_08
2009,8,2055,E,E,0,179.42399999999913,08,kwh_2009_08
2009,8,2065,E,E,0,319.13849999999996,08,kwh_2009_08
2009,8,2072,C,4,0,354.4194999999998,08,kwh_2009_08
2009,8,2080,E,E,0,258.4214999999997,08,kwh_2009_08
2009,8,2087,C,4,0,372.0035000000004,08,kwh_2009_08
2009,8,2095,E,E,0,307.8139999999999,08,kwh_2009_08
2009,8,2099,E,E,0,457.04600000000096,08,kwh_2009_08
2009,8,2103,E,E,0,224.46250000000023,08,kwh_2009_08
2009,8,2104,E,E,0,376.5610000000003,08,kwh_2009_08
2009,8,2105,E,E,0,403.8709999999997,08,kwh_2009_08
2009,8,2106,E,E,0,160.13399999999982,08,kwh_2009_08
2009,8,2109,E,E,0,302.3010000000001,08,kwh_2009_08
2009,8,2110,E,E,0,187.85850000000056,08,kwh_2009_08
2009,8,2121,E,E,0,208.9699999999999,08,kwh_2009_08
2009,8,2135,C,4,0,230.54099999999946,08,kwh_2009_08
2009,8,2140,E,E,0,178.22699999999963,08,kwh_2009_08
2009,8,2144,E,E,0,332.84049999999985,08,kwh_2009_08
2009,8,2149,E,E,0,183.98300000000074,08,kwh_2009_08
2009,8,2158,C,4,0,391.3595,08,kwh_2009_08
2009,8,2159,C,4,0,554.822000000001,08,kwh_2009_08
2009,8,2160,E,E,0,280.50849999999997,08,kwh_2009_08
2009,8,2163,C,4,0,775.3415000000008,08,kwh_2009_08
2009,8,2167,C,4,0,284.745,08,kwh_2009_08
2009,8,2169,C,4,0,234.45100000000014,08,kwh_2009_08
2009,8,2185,E,E,0,454.1750000000007,08,kwh_2009_08
2009,8,2192,C,4,0,612.5459999999998,08,kwh_2009_08
2009,8,2194,E,E,0,147.02249999999978,08,kwh_2009_08
2009,8,2196,E,E,0,120.11050000000071,08,kwh_2009_08
2009,8,2213,C,4,0,363.29900000000083,08,kwh_2009_08
2009,8,2230,C,4,0,352.8530000000002,08,kwh_2009_08
2009,8,2231,E,E,0,316.05050000000045,08,kwh_2009_08
2009,8,2232,C,4,0,362.7674999999993,08,kwh_2009_08
2009,8,2235,E,E,0,214.2185000000002,08,kwh_2009_08
2009,8,2238,E,E,0,501.1344999999999,08,kwh_2009_08
2009,8,2254,C,4,0,389.75300000000004,08,kwh_2009_08
2009,8,2259,E,E,0,180.32799999999966,08,kwh_2009_08
2009,8,2260,E,E,0,228.0629999999999,08,kwh_2009_08
2009,8,2263,E,E,0,199.2930000000002,08,kwh_2009_08
2009,8,2264,E,E,0,327.65399999999954,08,kwh_2009_08
2009,8,2265,E,E,0,279.43800000000033,08,kwh_2009_08
2009,8,2268,E,E,0,65.58300000000017,08,kwh_2009_08
2009,8,2278,E,E,0,348.03149999999954,08,kwh_2009_08
2009,8,2289,E,E,0,61.278500000000115,08,kwh_2009_08
2009,8,2293,E,E,0,446.00150000000036,08,kwh_2009_08
2009,8,2312,E,E,0,467.1905000000001,08,kwh_2009_08
2009,8,2314,E,E,0,411.19450000000035,08,kwh_2009_08
2009,8,2345,E,E,0,327.5705000000002,08,kwh_2009_08
2009,8,2347,E,E,0,229.45300000000023,08,kwh_2009_08
2009,8,2349,E,E,0,423.4079999999995,08,kwh_2009_08
2009,8,2354,E,E,0,148.67799999999977,08,kwh_2009_08
2009,8,2355,C,4,0,290.9314999999999,08,kwh_2009_08
2009,8,2377,E,E,0,182.0679999999996,08,kwh_2009_08
2009,8,2387,E,E,0,238.38599999999983,08,kwh_2009_08
2009,8,2404,E,E,0,144.61149999999938,08,kwh_2009_08
2009,8,2405,E,E,0,238.28449999999998,08,kwh_2009_08
2009,8,2406,E,E,0,439.1679999999989,08,kwh_2009_08
2009,8,2407,E,E,0,129.81449999999992,08,kwh_2009_08
2009,8,2409,E,E,0,192.46249999999972,08,kwh_2009_08
2009,8,2414,C,4,0,331.2745000000002,08,kwh_2009_08
2009,8,2423,E,E,0,158.0109999999999,08,kwh_2009_08
2009,8,2424,E,E,0,106.69300000000024,08,kwh_2009_08
2009,8,2436,E,E,0,224.33799999999997,08,kwh_2009_08
2009,8,2438,E,E,0,228.3080000000001,08,kwh_2009_08
2009,8,2457,C,4,0,312.87249999999966,08,kwh_2009_08
2009,8,2463,E,E,0,409.2765000000004,08,kwh_2009_08
2009,8,2464,E,E,0,292.3670000000004,08,kwh_2009_08
2009,8,2477,C,4,0,731.5430000000007,08,kwh_2009_08
2009,8,2485,E,E,0,421.6085,08,kwh_2009_08
2009,8,2489,E,E,0,216.9620000000003,08,kwh_2009_08
2009,8,2490,E,E,0,32.309499999999396,08,kwh_2009_08
2009,8,2499,C,4,0,599.0170000000008,08,kwh_2009_08
2009,8,2501,C,4,0,238.11899999999991,08,kwh_2009_08
2009,8,2512,E,E,0,156.80749999999986,08,kwh_2009_08
2009,8,2519,E,E,0,208.2854999999998,08,kwh_2009_08
2009,8,2522,E,E,0,416.2034999999997,08,kwh_2009_08
2009,8,2526,E,E,0,106.56650000000066,08,kwh_2009_08
2009,8,2529,E,E,0,417.0935,08,kwh_2009_08
2009,8,2531,C,4,0,355.72299999999973,08,kwh_2009_08
2009,8,2536,C,4,0,704.9245,08,kwh_2009_08
2009,8,2541,E,E,0,308.6840000000002,08,kwh_2009_08
2009,8,2547,E,E,0,337.1669999999998,08,kwh_2009_08
2009,8,2553,E,E,0,155.65850000000012,08,kwh_2009_08
2009,8,2556,C,4,0,534.8954999999996,08,kwh_2009_08
2009,8,2560,C,4,0,262.7210000000013,08,kwh_2009_08
2009,8,2570,C,4,0,540.589000000001,08,kwh_2009_08
2009,8,2574,E,E,0,408.86999999999955,08,kwh_2009_08
2009,8,2585,C,4,0,402.3844999999993,08,kwh_2009_08
2009,8,2591,E,E,0,178.8555,08,kwh_2009_08
2009,8,2594,E,E,0,307.1330000000001,08,kwh_2009_08
2009,8,2597,E,E,0,311.2025,08,kwh_2009_08
2009,8,2605,E,E,0,259.5819999999991,08,kwh_2009_08
2009,8,2607,E,E,0,257.83000000000004,08,kwh_2009_08
2009,8,2621,E,E,0,98.96599999999988,08,kwh_2009_08
2009,8,2623,E,E,0,125.09800000000003,08,kwh_2009_08
2009,8,2635,E,E,0,155.3715000000001,08,kwh_2009_08
2009,8,2638,E,E,0,186.29650000000035,08,kwh_2009_08
2009,8,2640,E,E,0,381.0275000000002,08,kwh_2009_08
2009,8,2646,E,E,0,406.49150000000026,08,kwh_2009_08
2009,8,2654,E,E,0,193.3495000000001,08,kwh_2009_08
2009,8,2656,C,4,0,556.3824999999987,08,kwh_2009_08
2009,8,2678,E,E,0,327.01599999999996,08,kwh_2009_08
2009,8,2682,C,4,0,613.7990000000001,08,kwh_2009_08
2009,8,2684,E,E,0,377.0465000000004,08,kwh_2009_08
2009,8,2688,C,4,0,390.20849999999996,08,kwh_2009_08
2009,8,2694,C,4,0,331.6355000000002,08,kwh_2009_08
2009,8,2698,E,E,0,287.75399999999996,08,kwh_2009_08
2009,8,2701,E,E,0,235.71600000000055,08,kwh_2009_08
2009,8,2702,E,E,0,132.16000000000003,08,kwh_2009_08
2009,8,2707,E,E,0,389.8184999999998,08,kwh_2009_08
2009,8,2708,E,E,0,127.45099999999972,08,kwh_2009_08
2009,8,2710,E,E,0,288.1459999999997,08,kwh_2009_08
2009,8,2718,C,4,0,278.20250000000004,08,kwh_2009_08
2009,8,2725,E,E,0,239.76400000000032,08,kwh_2009_08
2009,8,2730,E,E,0,136.97799999999992,08,kwh_2009_08
2009,8,2732,E,E,0,491.4099999999998,08,kwh_2009_08
2009,8,2733,E,E,0,126.07999999999907,08,kwh_2009_08
2009,8,2744,E,E,0,232.60600000000034,08,kwh_2009_08
2009,8,2749,E,E,0,266.93249999999983,08,kwh_2009_08
2009,8,2757,E,E,0,455.13049999999987,08,kwh_2009_08
2009,8,2774,E,E,0,225.00749999999974,08,kwh_2009_08
2009,8,2793,E,E,0,402.91250000000014,08,kwh_2009_08
2009,8,2803,E,E,0,289.44049999999993,08,kwh_2009_08
2009,8,2804,E,E,0,39.57100000000035,08,kwh_2009_08
2009,8,2811,E,E,0,487.14949999999976,08,kwh_2009_08
2009,8,2832,E,E,0,300.68949999999984,08,kwh_2009_08
2009,8,2834,E,E,0,62.886999999999645,08,kwh_2009_08
2009,8,2869,C,4,0,278.7140000000003,08,kwh_2009_08
2009,8,2873,E,E,0,122.59049999999918,08,kwh_2009_08
2009,8,2878,E,E,0,412.28150000000016,08,kwh_2009_08
2009,8,2881,C,4,0,642.2379999999999,08,kwh_2009_08
2009,8,2892,E,E,0,388.1430000000005,08,kwh_2009_08
2009,8,2905,E,E,0,331.9175,08,kwh_2009_08
2009,8,2918,E,E,0,93.49800000000027,08,kwh_2009_08
2009,8,2926,E,E,0,139.77150000000023,08,kwh_2009_08
2009,8,2945,E,E,0,129.06350000000006,08,kwh_2009_08
2009,8,2956,E,E,0,381.7165000000006,08,kwh_2009_08
2009,8,2958,E,E,0,431.63000000000045,08,kwh_2009_08
2009,8,2965,C,4,0,470.49649999999923,08,kwh_2009_08
2009,8,2967,E,E,0,382.86850000000027,08,kwh_2009_08
2009,8,2968,E,E,0,477.7430000000001,08,kwh_2009_08
2009,8,2986,E,E,0,330.8730000000007,08,kwh_2009_08
2009,8,2987,E,E,0,323.1505,08,kwh_2009_08
2009,8,2989,C,4,0,566.2214999999997,08,kwh_2009_08
2009,8,2990,C,4,0,669.1329999999999,08,kwh_2009_08
2009,8,2996,C,4,0,266.7584999999998,08,kwh_2009_08
2009,8,3009,E,E,0,146.59800000000033,08,kwh_2009_08
2009,8,3030,C,4,0,496.86899999999946,08,kwh_2009_08
2009,8,3033,E,E,0,396.5084999999998,08,kwh_2009_08
2009,8,3034,C,4,0,447.19599999999946,08,kwh_2009_08
2009,8,3043,E,E,0,400.0865,08,kwh_2009_08
2009,8,3050,E,E,0,388.63649999999996,08,kwh_2009_08
2009,8,3055,E,E,0,255.29599999999982,08,kwh_2009_08
2009,8,3059,E,E,0,344.4474999999998,08,kwh_2009_08
2009,8,3061,E,E,0,498.6355000000004,08,kwh_2009_08
2009,8,3072,C,4,0,350.5130000000002,08,kwh_2009_08
2009,8,3077,E,E,0,373.82749999999953,08,kwh_2009_08
2009,8,3087,E,E,0,423.9940000000005,08,kwh_2009_08
2009,8,3091,E,E,0,245.04549999999998,08,kwh_2009_08
2009,8,3100,C,4,0,260.3749999999997,08,kwh_2009_08
2009,8,3105,E,E,0,373.54250000000025,08,kwh_2009_08
2009,8,3110,E,E,0,188.7325000000001,08,kwh_2009_08
2009,8,3111,E,E,0,119.33650000000019,08,kwh_2009_08
2009,8,3113,C,4,0,312.03849999999943,08,kwh_2009_08
2009,8,3120,E,E,0,42.67600000000018,08,kwh_2009_08
2009,8,3124,E,E,0,207.8540000000005,08,kwh_2009_08
2009,8,3129,C,4,0,305.5524999999999,08,kwh_2009_08
2009,8,3134,C,4,0,773.4200000000005,08,kwh_2009_08
2009,8,3144,E,E,0,487.3870000000007,08,kwh_2009_08
2009,8,3152,E,E,0,333.71099999999956,08,kwh_2009_08
2009,8,3165,E,E,0,85.27699999999999,08,kwh_2009_08
2009,8,3168,E,E,0,405.6780000000009,08,kwh_2009_08
2009,8,3171,C,4,0,305.0079999999996,08,kwh_2009_08
2009,8,3177,E,E,0,241.32950000000022,08,kwh_2009_08
2009,8,3178,E,E,0,284.21749999999935,08,kwh_2009_08
2009,8,3180,E,E,0,149.6919999999999,08,kwh_2009_08
2009,8,3184,E,E,0,322.21299999999945,08,kwh_2009_08
2009,8,3192,C,4,0,292.2350000000003,08,kwh_2009_08
2009,8,3211,E,E,0,140.11050000000014,08,kwh_2009_08
2009,8,3217,E,E,0,191.304,08,kwh_2009_08
2009,8,3221,E,E,0,271.90950000000004,08,kwh_2009_08
2009,8,3227,C,4,0,264.1870000000002,08,kwh_2009_08
2009,8,3232,E,E,0,263.49650000000025,08,kwh_2009_08
2009,8,3234,E,E,0,232.93400000000028,08,kwh_2009_08
2009,8,3245,E,E,0,506.30749999999927,08,kwh_2009_08
2009,8,3246,E,E,0,191.43250000000003,08,kwh_2009_08
2009,8,3253,C,4,0,363.0315000000002,08,kwh_2009_08
2009,8,3281,E,E,0,454.2214999999991,08,kwh_2009_08
2009,8,3293,E,E,0,470.5475000000003,08,kwh_2009_08
2009,8,3295,E,E,0,410.00749999999977,08,kwh_2009_08
2009,8,3302,E,E,0,191.31699999999935,08,kwh_2009_08
2009,8,3306,E,E,0,305.22849999999966,08,kwh_2009_08
2009,8,3314,E,E,0,516.4055000000002,08,kwh_2009_08
2009,8,3326,E,E,0,204.1274999999999,08,kwh_2009_08
2009,8,3333,E,E,0,221.968,08,kwh_2009_08
2009,8,3335,E,E,0,146.74000000000012,08,kwh_2009_08
2009,8,3337,E,E,0,363.53950000000026,08,kwh_2009_08
2009,8,3339,E,E,0,383.19400000000013,08,kwh_2009_08
2009,8,3343,C,4,0,421.1449999999984,08,kwh_2009_08
2009,8,3346,E,E,0,255.73150000000015,08,kwh_2009_08
2009,8,3355,E,E,0,215.51100000000002,08,kwh_2009_08
2009,8,3358,E,E,0,471.2950000000003,08,kwh_2009_08
2009,8,3367,E,E,0,374.85450000000014,08,kwh_2009_08
2009,8,3383,C,4,0,497.27750000000066,08,kwh_2009_08
2009,8,3393,E,E,0,163.58649999999997,08,kwh_2009_08
2009,8,3397,E,E,0,435.9819999999996,08,kwh_2009_08
2009,8,3403,E,E,0,278.2679999999996,08,kwh_2009_08
2009,8,3419,C,4,0,526.2305000000006,08,kwh_2009_08
2009,8,3435,E,E,0,216.9369999999999,08,kwh_2009_08
2009,8,3437,E,E,0,440.9814999999996,08,kwh_2009_08
2009,8,3443,E,E,0,236.58200000000008,08,kwh_2009_08
2009,8,3444,E,E,0,248.33399999999997,08,kwh_2009_08
2009,8,3445,E,E,0,458.9994999999999,08,kwh_2009_08
2009,8,3458,E,E,0,115.24949999999997,08,kwh_2009_08
2009,8,3461,C,4,0,371.9609999999998,08,kwh_2009_08
2009,8,3465,E,E,0,478.5109999999994,08,kwh_2009_08
2009,8,3471,C,4,0,224.96299999999962,08,kwh_2009_08
2009,8,3474,E,E,0,166.07800000000032,08,kwh_2009_08
2009,8,3490,C,4,0,354.10450000000077,08,kwh_2009_08
2009,8,3495,E,E,0,519.1909999999989,08,kwh_2009_08
2009,8,3496,E,E,0,261.4650000000002,08,kwh_2009_08
2009,8,3503,E,E,0,378.51099999999934,08,kwh_2009_08
2009,8,3518,E,E,0,215.98499999999987,08,kwh_2009_08
2009,8,3522,E,E,0,304.44349999999986,08,kwh_2009_08
2009,8,3523,E,E,0,352.12450000000024,08,kwh_2009_08
2009,8,3526,E,E,0,173.19699999999997,08,kwh_2009_08
2009,8,3530,C,4,0,598.0795000000002,08,kwh_2009_08
2009,8,3534,E,E,0,340.40450000000004,08,kwh_2009_08
2009,8,3539,E,E,0,242.04800000000017,08,kwh_2009_08
2009,8,3546,E,E,0,178.35749999999996,08,kwh_2009_08
2009,8,3551,E,E,0,458.58549999999906,08,kwh_2009_08
2009,8,3558,E,E,0,486.04549999999904,08,kwh_2009_08
2009,8,3577,E,E,0,254.6284999999997,08,kwh_2009_08
2009,8,3578,E,E,0,36.159499999999994,08,kwh_2009_08
2009,8,3589,E,E,0,79.5260000000002,08,kwh_2009_08
2009,8,3593,E,E,0,455.37000000000023,08,kwh_2009_08
2009,8,3594,E,E,0,55.04849999999992,08,kwh_2009_08
2009,8,3596,E,E,0,407.17200000000065,08,kwh_2009_08
2009,8,3600,E,E,0,174.6895000000001,08,kwh_2009_08
2009,8,3609,E,E,0,130.96949999999998,08,kwh_2009_08
2009,8,3610,C,4,0,538.063999999999,08,kwh_2009_08
